Year,Month,State,Suicides
2008,9,California,311
2008,10,California,282
2008,11,California,298
2008,12,California,314
2009,1,California,327
2009,2,California,277
2009,3,California,309
2009,4,California,301
2009,5,California,333
2009,6,California,344
2009,7,California,341
2009,8,California,361
2009,9,California,324
2009,10,California,324
2009,11,California,287
2009,12,California,282
2010,1,California,326
2010,2,California,308
2010,3,California,311
2010,4,California,352
2010,5,California,333
2010,6,California,327
2010,7,California,335
2010,8,California,377
2010,9,California,320
2010,10,California,309
2010,11,California,274
2010,12,California,332
2011,1,California,320
2011,2,California,304
2011,3,California,336
2011,4,California,360
2011,5,California,342
2011,6,California,339
2011,7,California,323
2011,8,California,364
2011,9,California,342
2011,10,California,335
2011,11,California,337
2011,12,California,288
2012,1,California,374
2012,2,California,289
2012,3,California,332
2012,4,California,323
2012,5,California,342
2012,6,California,349
2012,7,California,337
2012,8,California,332
2012,9,California,310
2012,10,California,308
2012,11,California,299
2012,12,California,292
2013,1,California,368
2013,2,California,286
2013,3,California,343
2013,4,California,352
2013,5,California,329
2013,6,California,330
2013,7,California,362
2013,8,California,362
2013,9,California,334
2013,10,California,325
2013,11,California,296
2013,12,California,325
2014,1,California,324
2014,2,California,321
2014,3,California,361
2014,4,California,356
2014,5,California,337
2014,6,California,325
2014,7,California,356
2014,8,California,371
2014,9,California,399
2014,10,California,387
2014,11,California,317
2014,12,California,351
2015,1,California,354
2015,2,California,325
2015,3,California,378
2015,4,California,340
2015,5,California,339
2015,6,California,412
2015,7,California,390
2015,8,California,363
2015,9,California,327
2015,10,California,383
2015,11,California,275
2015,12,California,279
2016,1,California,379
2016,2,California,347
2016,3,California,375
2016,4,California,379
2016,5,California,359
2016,6,California,345
2016,7,California,372
2016,8,California,380
2016,9,California,351
2016,10,California,354
2016,11,California,335
2016,12,California,301
2017,1,California,342
2017,2,California,300
2017,3,California,388
2017,4,California,339
2017,5,California,397
2017,6,California,376
2017,7,California,371
2017,8,California,404
2017,9,California,357
2017,10,California,392
2017,11,California,313
2017,12,California,321
2018,1,California,391
2018,2,California,343
2018,3,California,346
2018,4,California,346
2018,5,California,364
2018,6,California,417
2018,7,California,412
2018,8,California,398
2018,9,California,371
2018,10,California,392
2018,11,California,369
2018,12,California,335
2019,1,California,364
2019,2,California,330
2019,3,California,387
2019,4,California,385
2019,5,California,355
2019,6,California,409
2019,7,California,373
2019,8,California,446
2019,9,California,381
2019,10,California,348
2019,11,California,319
2019,12,California,333
2020,1,California,383
2020,2,California,331
2020,3,California,357
2020,4,California,310
2020,5,California,304
2020,6,California,353
2020,7,California,384
2020,8,California,385
2020,9,California,324
2020,10,California,354
2020,11,California,343
2020,12,California,313
1999,1,Colorado,57
1999,2,Colorado,36
1999,3,Colorado,45
1999,4,Colorado,46
1999,5,Colorado,52
1999,6,Colorado,52
1999,7,Colorado,37
1999,8,Colorado,57
1999,9,Colorado,43
1999,10,Colorado,56
1999,11,Colorado,45
1999,12,Colorado,48
2000,1,Colorado,58
2000,2,Colorado,49
2000,3,Colorado,50
2000,4,Colorado,55
2000,5,Colorado,59
2000,6,Colorado,50
2000,7,Colorado,49
2000,8,Colorado,55
2000,9,Colorado,40
2000,10,Colorado,51
2000,11,Colorado,43
2000,12,Colorado,54
2001,1,Colorado,52
2001,2,Colorado,51
2001,3,Colorado,61
2001,4,Colorado,73
2001,5,Colorado,80
2001,6,Colorado,69
2001,7,Colorado,48
2001,8,Colorado,59
2001,9,Colorado,54
2001,10,Colorado,53
2001,11,Colorado,63
2001,12,Colorado,59
2002,1,Colorado,59
2002,2,Colorado,60
2002,3,Colorado,51
2002,4,Colorado,63
2002,5,Colorado,69
2002,6,Colorado,61
2002,7,Colorado,75
2002,8,Colorado,65
2002,9,Colorado,45
2002,10,Colorado,63
2002,11,Colorado,51
2002,12,Colorado,64
2003,1,Colorado,78
2003,2,Colorado,57
2003,3,Colorado,57
2003,4,Colorado,52
2003,5,Colorado,78
2003,6,Colorado,56
2003,7,Colorado,78
2003,8,Colorado,50
2003,9,Colorado,60
2003,10,Colorado,62
2003,11,Colorado,56
2003,12,Colorado,44
2004,1,Colorado,69
2004,2,Colorado,74
2004,3,Colorado,67
2004,4,Colorado,59
2004,5,Colorado,72
2004,6,Colorado,61
2004,7,Colorado,74
2004,8,Colorado,54
2004,9,Colorado,62
2004,10,Colorado,69
2004,11,Colorado,60
2004,12,Colorado,75
2005,1,Colorado,65
2005,2,Colorado,76
2005,3,Colorado,68
2005,4,Colorado,75
2005,5,Colorado,73
2005,6,Colorado,75
2005,7,Colorado,78
2005,8,Colorado,66
2005,9,Colorado,63
2005,10,Colorado,57
2005,11,Colorado,48
2005,12,Colorado,55
2006,1,Colorado,79
2006,2,Colorado,49
2006,3,Colorado,54
2006,4,Colorado,65
2006,5,Colorado,63
2006,6,Colorado,53
2006,7,Colorado,53
2006,8,Colorado,70
2006,9,Colorado,64
2006,10,Colorado,65
2006,11,Colorado,54
2006,12,Colorado,61
2007,1,Colorado,65
2007,2,Colorado,61
2007,3,Colorado,59
2007,4,Colorado,57
2007,5,Colorado,83
2007,6,Colorado,74
2007,7,Colorado,74
2007,8,Colorado,57
2007,9,Colorado,71
2007,10,Colorado,71
2007,11,Colorado,70
2007,12,Colorado,69
2008,1,Colorado,75
2008,2,Colorado,53
2008,3,Colorado,75
2008,4,Colorado,63
2008,5,Colorado,59
2008,6,Colorado,72
2008,7,Colorado,79
2008,8,Colorado,65
2008,9,Colorado,82
2008,10,Colorado,68
2008,11,Colorado,50
2008,12,Colorado,60
2009,1,Colorado,72
2009,2,Colorado,74
2009,3,Colorado,90
2009,4,Colorado,71
2009,5,Colorado,90
2009,6,Colorado,85
2009,7,Colorado,78
2009,8,Colorado,81
2009,9,Colorado,76
2009,10,Colorado,78
2009,11,Colorado,68
2009,12,Colorado,78
2010,1,Colorado,87
2010,2,Colorado,64
2010,3,Colorado,72
2010,4,Colorado,78
2010,5,Colorado,76
2010,6,Colorado,78
2010,7,Colorado,71
2010,8,Colorado,70
2010,9,Colorado,74
2010,10,Colorado,54
2010,11,Colorado,64
2010,12,Colorado,77
2011,1,Colorado,73
2011,2,Colorado,54
2011,3,Colorado,86
2011,4,Colorado,78
2011,5,Colorado,79
2011,6,Colorado,80
2011,7,Colorado,92
2011,8,Colorado,88
2011,9,Colorado,62
2011,10,Colorado,76
2011,11,Colorado,72
2011,12,Colorado,70
2012,1,Colorado,87
2012,2,Colorado,70
2012,3,Colorado,87
2012,4,Colorado,94
2012,5,Colorado,97
2012,6,Colorado,81
2012,7,Colorado,111
2012,8,Colorado,93
2012,9,Colorado,79
2012,10,Colorado,74
2012,11,Colorado,91
2012,12,Colorado,85
2013,1,Colorado,87
2013,2,Colorado,77
2013,3,Colorado,93
2013,4,Colorado,90
2013,5,Colorado,79
2013,6,Colorado,74
2013,7,Colorado,91
2013,8,Colorado,84
2013,9,Colorado,98
2013,10,Colorado,83
2013,11,Colorado,68
2013,12,Colorado,83
2014,1,Colorado,74
2014,2,Colorado,86
2014,3,Colorado,83
2014,4,Colorado,91
2014,5,Colorado,73
2014,6,Colorado,95
2014,7,Colorado,97
2014,8,Colorado,77
2014,9,Colorado,123
2014,10,Colorado,105
2014,11,Colorado,94
2014,12,Colorado,82
2015,1,Colorado,71
2015,2,Colorado,73
2015,3,Colorado,89
2015,4,Colorado,107
2015,5,Colorado,98
2015,6,Colorado,105
2015,7,Colorado,99
2015,8,Colorado,101
2015,9,Colorado,105
2015,10,Colorado,89
2015,11,Colorado,62
2015,12,Colorado,94
2016,1,Colorado,89
2016,2,Colorado,89
2016,3,Colorado,94
2016,4,Colorado,81
2016,5,Colorado,101
2016,6,Colorado,96
2016,7,Colorado,105
2016,8,Colorado,109
2016,9,Colorado,92
2016,10,Colorado,121
2016,11,Colorado,97
2016,12,Colorado,93
2017,1,Colorado,90
2017,2,Colorado,98
2017,3,Colorado,90
2017,4,Colorado,104
2017,5,Colorado,98
2017,6,Colorado,102
2017,7,Colorado,92
2017,8,Colorado,112
2017,9,Colorado,98
2017,10,Colorado,109
2017,11,Colorado,102
2017,12,Colorado,83
2018,1,Colorado,102
2018,2,Colorado,96
2018,3,Colorado,119
2018,4,Colorado,98
2018,5,Colorado,123
2018,6,Colorado,102
2018,7,Colorado,123
2018,8,Colorado,112
2018,9,Colorado,118
2018,10,Colorado,107
2018,11,Colorado,94
2018,12,Colorado,88
2019,1,Colorado,116
2019,2,Colorado,93
2019,3,Colorado,112
2019,4,Colorado,126
2019,5,Colorado,115
2019,6,Colorado,113
2019,7,Colorado,131
2019,8,Colorado,107
2019,9,Colorado,104
2019,10,Colorado,105
2019,11,Colorado,106
2019,12,Colorado,83
2020,1,Colorado,102
2020,2,Colorado,98
2020,3,Colorado,95
2020,4,Colorado,125
2020,5,Colorado,99
2020,6,Colorado,118
2020,7,Colorado,129
2020,8,Colorado,128
2020,9,Colorado,111
2020,10,Colorado,86
2020,11,Colorado,112
2020,12,Colorado,97
1999,1,Connecticut,23
1999,2,Connecticut,18
1999,3,Connecticut,23
1999,4,Connecticut,19
1999,5,Connecticut,27
1999,6,Connecticut,30
1999,7,Connecticut,22
1999,8,Connecticut,32
1999,9,Connecticut,17
1999,10,Connecticut,31
1999,11,Connecticut,15
1999,12,Connecticut,17
2000,1,Connecticut,34
2000,2,Connecticut,27
2000,3,Connecticut,25
2000,4,Connecticut,23
2000,5,Connecticut,19
2000,6,Connecticut,28
2000,7,Connecticut,24
2000,8,Connecticut,26
2000,9,Connecticut,24
2000,10,Connecticut,28
2000,11,Connecticut,23
2000,12,Connecticut,23
2001,1,Connecticut,19
2001,2,Connecticut,16
2001,3,Connecticut,27
2001,4,Connecticut,41
2001,5,Connecticut,20
2001,6,Connecticut,26
2001,7,Connecticut,22
2001,8,Connecticut,26
2001,9,Connecticut,27
2001,10,Connecticut,14
2001,11,Connecticut,13
2001,12,Connecticut,31
2002,1,Connecticut,28
2002,2,Connecticut,16
2002,3,Connecticut,21
2002,4,Connecticut,18
2002,5,Connecticut,29
2002,6,Connecticut,18
2002,7,Connecticut,20
2002,8,Connecticut,23
2002,9,Connecticut,21
2002,10,Connecticut,19
2002,11,Connecticut,24
2002,12,Connecticut,23
2003,1,Connecticut,21
2003,2,Connecticut,13
2003,3,Connecticut,12
2003,4,Connecticut,23
2003,5,Connecticut,34
2003,6,Connecticut,23
2003,7,Connecticut,31
2003,8,Connecticut,31
2003,9,Connecticut,25
2003,10,Connecticut,19
2003,11,Connecticut,17
2003,12,Connecticut,23
2004,1,Connecticut,21
2004,2,Connecticut,17
2004,3,Connecticut,25
2004,4,Connecticut,27
2004,5,Connecticut,30
2004,6,Connecticut,20
2004,7,Connecticut,35
2004,8,Connecticut,30
2004,9,Connecticut,28
2004,10,Connecticut,19
2004,11,Connecticut,19
2004,12,Connecticut,22
2005,1,Connecticut,20
2005,2,Connecticut,25
2005,3,Connecticut,14
2005,4,Connecticut,22
2005,5,Connecticut,30
2005,6,Connecticut,39
2005,7,Connecticut,20
2005,8,Connecticut,25
2005,9,Connecticut,25
2005,10,Connecticut,33
2005,11,Connecticut,20
2005,12,Connecticut,20
2006,1,Connecticut,24
2006,2,Connecticut,21
2006,3,Connecticut,24
2006,4,Connecticut,20
2006,5,Connecticut,26
2006,6,Connecticut,26
2006,7,Connecticut,25
2006,8,Connecticut,27
2006,9,Connecticut,19
2006,10,Connecticut,25
2006,11,Connecticut,26
2006,12,Connecticut,28
2007,1,Connecticut,21
2007,2,Connecticut,26
2007,3,Connecticut,24
2007,4,Connecticut,22
2007,5,Connecticut,22
2007,6,Connecticut,25
2007,7,Connecticut,25
2007,8,Connecticut,24
2007,9,Connecticut,20
2007,10,Connecticut,19
2007,11,Connecticut,22
2007,12,Connecticut,20
2008,1,Connecticut,32
2008,2,Connecticut,18
2008,3,Connecticut,29
2008,4,Connecticut,36
2008,5,Connecticut,26
2008,6,Connecticut,21
2008,7,Connecticut,26
2008,8,Connecticut,22
2008,9,Connecticut,32
2008,10,Connecticut,29
2008,11,Connecticut,29
2008,12,Connecticut,14
2009,1,Connecticut,27
2009,2,Connecticut,19
2009,3,Connecticut,30
2009,4,Connecticut,25
2009,5,Connecticut,33
2009,6,Connecticut,38
2009,7,Connecticut,28
2009,8,Connecticut,23
2009,9,Connecticut,26
2009,10,Connecticut,30
2009,11,Connecticut,18
2009,12,Connecticut,19
2010,1,Connecticut,28
2010,2,Connecticut,27
2010,3,Connecticut,31
2010,4,Connecticut,27
2010,5,Connecticut,38
2010,6,Connecticut,32
2010,7,Connecticut,31
2010,8,Connecticut,32
2010,9,Connecticut,20
2010,10,Connecticut,35
2010,11,Connecticut,32
2010,12,Connecticut,20
2011,1,Connecticut,26
2011,2,Connecticut,29
2011,3,Connecticut,25
2011,4,Connecticut,45
2011,5,Connecticut,30
2011,6,Connecticut,30
2011,7,Connecticut,35
2011,8,Connecticut,34
2011,9,Connecticut,38
2011,10,Connecticut,26
2011,11,Connecticut,25
2011,12,Connecticut,27
2012,1,Connecticut,29
2012,2,Connecticut,26
2012,3,Connecticut,31
2012,4,Connecticut,23
2012,5,Connecticut,39
2012,6,Connecticut,24
2012,7,Connecticut,32
2012,8,Connecticut,31
2012,9,Connecticut,35
2012,10,Connecticut,31
2012,11,Connecticut,28
2012,12,Connecticut,38
2013,1,Connecticut,24
2013,2,Connecticut,24
2013,3,Connecticut,36
2013,4,Connecticut,26
2013,5,Connecticut,31
2013,6,Connecticut,21
2013,7,Connecticut,29
2013,8,Connecticut,28
2013,9,Connecticut,31
2013,10,Connecticut,36
2013,11,Connecticut,24
2013,12,Connecticut,20
2014,1,Connecticut,25
2014,2,Connecticut,28
2014,3,Connecticut,27
2014,4,Connecticut,33
2014,5,Connecticut,32
2014,6,Connecticut,37
2014,7,Connecticut,30
2014,8,Connecticut,40
2014,9,Connecticut,31
2014,10,Connecticut,32
2014,11,Connecticut,31
2014,12,Connecticut,32
2015,1,Connecticut,28
2015,2,Connecticut,31
2015,3,Connecticut,41
2015,4,Connecticut,41
2015,5,Connecticut,35
2015,6,Connecticut,26
2015,7,Connecticut,28
2015,8,Connecticut,28
2015,9,Connecticut,33
2015,10,Connecticut,22
2015,11,Connecticut,40
2015,12,Connecticut,31
2016,1,Connecticut,38
2016,2,Connecticut,41
2016,3,Connecticut,28
2016,4,Connecticut,36
2016,5,Connecticut,36
2016,6,Connecticut,38
2016,7,Connecticut,40
2016,8,Connecticut,31
2016,9,Connecticut,19
2016,10,Connecticut,32
2016,11,Connecticut,27
2016,12,Connecticut,30
2017,1,Connecticut,36
2017,2,Connecticut,18
2017,3,Connecticut,29
2017,4,Connecticut,30
2017,5,Connecticut,34
2017,6,Connecticut,42
2017,7,Connecticut,30
2017,8,Connecticut,45
2017,9,Connecticut,35
2017,10,Connecticut,35
2017,11,Connecticut,33
2017,12,Connecticut,38
2018,1,Connecticut,39
2018,2,Connecticut,28
2018,3,Connecticut,41
2018,4,Connecticut,26
2018,5,Connecticut,32
2018,6,Connecticut,42
2018,7,Connecticut,31
2018,8,Connecticut,41
2018,9,Connecticut,35
2018,10,Connecticut,37
2018,11,Connecticut,29
2018,12,Connecticut,38
2019,1,Connecticut,38
2019,2,Connecticut,38
2019,3,Connecticut,37
2019,4,Connecticut,49
2019,5,Connecticut,32
2019,6,Connecticut,33
2019,7,Connecticut,34
2019,8,Connecticut,29
2019,9,Connecticut,41
2019,10,Connecticut,34
2019,11,Connecticut,39
2019,12,Connecticut,31
2020,1,Connecticut,31
2020,2,Connecticut,32
2020,3,Connecticut,41
2020,4,Connecticut,36
2020,5,Connecticut,23
2020,6,Connecticut,23
2020,7,Connecticut,26
2020,8,Connecticut,35
2020,9,Connecticut,31
2020,10,Connecticut,30
2020,11,Connecticut,28
2020,12,Connecticut,28
1999,1,Delaware,4
1999,2,Delaware,4
1999,3,Delaware,9
1999,4,Delaware,6
1999,5,Delaware,5
1999,6,Delaware,8
1999,7,Delaware,13
1999,8,Delaware,12
1999,9,Delaware,5
1999,10,Delaware,5
1999,11,Delaware,8
1999,12,Delaware,7
2000,1,Delaware,9
2000,2,Delaware,6
2000,3,Delaware,10
2000,4,Delaware,7
2000,5,Delaware,9
2000,6,Delaware,8
2000,7,Delaware,8
2000,8,Delaware,7
2000,9,Delaware,4
2000,10,Delaware,6
2000,11,Delaware,3
2000,12,Delaware,5
2001,1,Delaware,10
2001,2,Delaware,7
2001,3,Delaware,8
2001,4,Delaware,7
2001,5,Delaware,15
2001,6,Delaware,7
2001,7,Delaware,8
2001,8,Delaware,14
2001,9,Delaware,4
2001,10,Delaware,10
2001,11,Delaware,7
2001,12,Delaware,10
2002,1,Delaware,7
2002,2,Delaware,1
2002,3,Delaware,6
2002,4,Delaware,6
2002,5,Delaware,5
2002,6,Delaware,5
2002,7,Delaware,5
2002,8,Delaware,11
2002,9,Delaware,7
2002,10,Delaware,12
2002,11,Delaware,5
2002,12,Delaware,4
2003,1,Delaware,4
2003,2,Delaware,5
2003,3,Delaware,9
2003,4,Delaware,8
2003,5,Delaware,4
2003,6,Delaware,13
2003,7,Delaware,15
2003,8,Delaware,6
2003,9,Delaware,8
2003,10,Delaware,9
2003,11,Delaware,6
2003,12,Delaware,7
2004,1,Delaware,10
2004,2,Delaware,4
2004,3,Delaware,15
2004,4,Delaware,6
2004,5,Delaware,9
2004,6,Delaware,8
2004,7,Delaware,6
2004,8,Delaware,6
2004,9,Delaware,8
2004,10,Delaware,9
2004,11,Delaware,6
2004,12,Delaware,6
2005,1,Delaware,1
2005,2,Delaware,9
2005,3,Delaware,2
2005,4,Delaware,7
2005,5,Delaware,12
2005,6,Delaware,7
2005,7,Delaware,5
2005,8,Delaware,10
2005,9,Delaware,6
2005,10,Delaware,9
2005,11,Delaware,9
2005,12,Delaware,6
2006,1,Delaware,10
2006,2,Delaware,10
2006,3,Delaware,5
2006,4,Delaware,5
2006,5,Delaware,8
2006,6,Delaware,7
2006,7,Delaware,3
2006,8,Delaware,4
2006,9,Delaware,8
2006,10,Delaware,9
2006,11,Delaware,11
2006,12,Delaware,10
2007,1,Delaware,7
2007,2,Delaware,8
2007,3,Delaware,6
2007,4,Delaware,5
2007,5,Delaware,13
2007,6,Delaware,7
2007,7,Delaware,11
2007,8,Delaware,7
2007,9,Delaware,5
2007,10,Delaware,5
2007,11,Delaware,8
2007,12,Delaware,13
2008,1,Delaware,15
2008,2,Delaware,11
2008,3,Delaware,12
2008,4,Delaware,5
2008,5,Delaware,10
2008,6,Delaware,8
2008,7,Delaware,11
2008,8,Delaware,6
2008,9,Delaware,9
2008,10,Delaware,9
2008,11,Delaware,9
2008,12,Delaware,4
2009,1,Delaware,9
2009,2,Delaware,13
2009,3,Delaware,8
2009,4,Delaware,7
2009,5,Delaware,7
2009,6,Delaware,7
2009,7,Delaware,8
2009,8,Delaware,17
2009,9,Delaware,10
2009,10,Delaware,9
2009,11,Delaware,6
2009,12,Delaware,6
2010,1,Delaware,15
2010,2,Delaware,6
2010,3,Delaware,12
2010,4,Delaware,7
2010,5,Delaware,8
2010,6,Delaware,10
2010,7,Delaware,4
2010,8,Delaware,11
2010,9,Delaware,11
2010,10,Delaware,6
2010,11,Delaware,8
2010,12,Delaware,8
2011,1,Delaware,4
2011,2,Delaware,3
2011,3,Delaware,8
2011,4,Delaware,10
2011,5,Delaware,9
2011,6,Delaware,16
2011,7,Delaware,9
2011,8,Delaware,10
2011,9,Delaware,8
2011,10,Delaware,8
2011,11,Delaware,10
2011,12,Delaware,10
2012,1,Delaware,15
2012,2,Delaware,10
2012,3,Delaware,11
2012,4,Delaware,17
2012,5,Delaware,9
2012,6,Delaware,10
2012,7,Delaware,8
2012,8,Delaware,12
2012,9,Delaware,4
2012,10,Delaware,11
2012,11,Delaware,11
2012,12,Delaware,7
2013,1,Delaware,6
2013,2,Delaware,10
2013,3,Delaware,19
2013,4,Delaware,9
2013,5,Delaware,10
2013,6,Delaware,12
2013,7,Delaware,10
2013,8,Delaware,12
2013,9,Delaware,9
2013,10,Delaware,7
2013,11,Delaware,11
2013,12,Delaware,7
2014,1,Delaware,6
2014,2,Delaware,6
2014,3,Delaware,9
2014,4,Delaware,8
2014,5,Delaware,17
2014,6,Delaware,10
2014,7,Delaware,10
2014,8,Delaware,20
2014,9,Delaware,10
2014,10,Delaware,13
2014,11,Delaware,8
2014,12,Delaware,9
2015,1,Delaware,7
2015,2,Delaware,9
2015,3,Delaware,14
2015,4,Delaware,11
2015,5,Delaware,10
2015,6,Delaware,13
2015,7,Delaware,12
2015,8,Delaware,8
2015,9,Delaware,12
2015,10,Delaware,12
2015,11,Delaware,7
2015,12,Delaware,7
2016,1,Delaware,5
2016,2,Delaware,10
2016,3,Delaware,12
2016,4,Delaware,10
2016,5,Delaware,13
2016,6,Delaware,9
2016,7,Delaware,16
2016,8,Delaware,13
2016,9,Delaware,6
2016,10,Delaware,8
2016,11,Delaware,3
2016,12,Delaware,14
2017,1,Delaware,10
2017,2,Delaware,6
2017,3,Delaware,7
2017,4,Delaware,4
2017,5,Delaware,11
2017,6,Delaware,13
2017,7,Delaware,15
2017,8,Delaware,14
2017,9,Delaware,10
2017,10,Delaware,14
2017,11,Delaware,2
2017,12,Delaware,6
2018,1,Delaware,12
2018,2,Delaware,5
2018,3,Delaware,7
2018,4,Delaware,8
2018,5,Delaware,11
2018,6,Delaware,17
2018,7,Delaware,12
2018,8,Delaware,8
2018,9,Delaware,10
2018,10,Delaware,6
2018,11,Delaware,9
2018,12,Delaware,8
2019,1,Delaware,12
2019,2,Delaware,6
2019,3,Delaware,10
2019,4,Delaware,6
2019,5,Delaware,15
2019,6,Delaware,8
2019,7,Delaware,10
2019,8,Delaware,14
2019,9,Delaware,9
2019,10,Delaware,9
2019,11,Delaware,7
2019,12,Delaware,5
2020,1,Delaware,15
2020,2,Delaware,13
2020,3,Delaware,7
2020,4,Delaware,11
2020,5,Delaware,9
2020,6,Delaware,14
2020,7,Delaware,17
2020,8,Delaware,6
2020,9,Delaware,7
2020,10,Delaware,6
2020,11,Delaware,11
2020,12,Delaware,8
1999,1,District of Columbia,5
1999,2,District of Columbia,3
1999,3,District of Columbia,2
1999,4,District of Columbia,1
1999,5,District of Columbia,3
1999,6,District of Columbia,3
1999,7,District of Columbia,2
1999,8,District of Columbia,2
1999,9,District of Columbia,3
1999,10,District of Columbia,4
1999,11,District of Columbia,2
1999,12,District of Columbia,0
2000,1,District of Columbia,3
2000,2,District of Columbia,3
2000,3,District of Columbia,1
2000,4,District of Columbia,0
2000,5,District of Columbia,2
2000,6,District of Columbia,8
2000,7,District of Columbia,2
2000,8,District of Columbia,1
2000,9,District of Columbia,0
2000,10,District of Columbia,0
2000,11,District of Columbia,2
2000,12,District of Columbia,1
2001,1,District of Columbia,2
2001,2,District of Columbia,2
2001,3,District of Columbia,3
2001,4,District of Columbia,3
2001,5,District of Columbia,4
2001,6,District of Columbia,7
2001,7,District of Columbia,1
2001,8,District of Columbia,6
2001,9,District of Columbia,0
2001,10,District of Columbia,7
2001,11,District of Columbia,2
2001,12,District of Columbia,3
2002,1,District of Columbia,2
2002,2,District of Columbia,1
2002,3,District of Columbia,4
2002,4,District of Columbia,2
2002,5,District of Columbia,1
2002,6,District of Columbia,2
2002,7,District of Columbia,3
2002,8,District of Columbia,3
2002,9,District of Columbia,1
2002,10,District of Columbia,0
2002,11,District of Columbia,6
2002,12,District of Columbia,6
2003,1,District of Columbia,3
2003,2,District of Columbia,4
2003,3,District of Columbia,5
2003,4,District of Columbia,6
2003,5,District of Columbia,5
2003,6,District of Columbia,2
2003,7,District of Columbia,1
2003,8,District of Columbia,3
2003,9,District of Columbia,1
