Year,Month,State,Accidents
2008,1,Mississippi,4
2008,2,Mississippi,2
2008,3,Mississippi,1
2008,4,Mississippi,0
2008,5,Mississippi,0
2008,6,Mississippi,2
2008,7,Mississippi,3
2008,8,Mississippi,1
2008,9,Mississippi,0
2008,10,Mississippi,2
2008,11,Mississippi,2
2008,12,Mississippi,5
2009,1,Mississippi,2
2009,2,Mississippi,1
2009,3,Mississippi,1
2009,4,Mississippi,0
2009,5,Mississippi,1
2009,6,Mississippi,3
2009,7,Mississippi,2
2009,8,Mississippi,1
2009,9,Mississippi,0
2009,10,Mississippi,1
2009,11,Mississippi,3
2009,12,Mississippi,1
2010,1,Mississippi,2
2010,2,Mississippi,1
2010,3,Mississippi,1
2010,4,Mississippi,0
2010,5,Mississippi,1
2010,6,Mississippi,0
2010,7,Mississippi,1
2010,8,Mississippi,1
2010,9,Mississippi,0
2010,10,Mississippi,0
2010,11,Mississippi,1
2010,12,Mississippi,1
2011,1,Mississippi,2
2011,2,Mississippi,0
2011,3,Mississippi,1
2011,4,Mississippi,1
2011,5,Mississippi,5
2011,6,Mississippi,1
2011,7,Mississippi,4
2011,8,Mississippi,2
2011,9,Mississippi,2
2011,10,Mississippi,5
2011,11,Mississippi,3
2011,12,Mississippi,3
2012,1,Mississippi,1
2012,2,Mississippi,1
2012,3,Mississippi,0
2012,4,Mississippi,0
2012,5,Mississippi,1
2012,6,Mississippi,0
2012,7,Mississippi,2
2012,8,Mississippi,1
2012,9,Mississippi,2
2012,10,Mississippi,2
2012,11,Mississippi,0
2012,12,Mississippi,2
2013,1,Mississippi,0
2013,2,Mississippi,1
2013,3,Mississippi,1
2013,4,Mississippi,2
2013,5,Mississippi,3
2013,6,Mississippi,2
2013,7,Mississippi,1
2013,8,Mississippi,0
2013,9,Mississippi,1
2013,10,Mississippi,2
2013,11,Mississippi,3
2013,12,Mississippi,1
2014,1,Mississippi,4
2014,2,Mississippi,1
2014,3,Mississippi,1
2014,4,Mississippi,0
2014,5,Mississippi,2
2014,6,Mississippi,0
2014,7,Mississippi,5
2014,8,Mississippi,0
2014,9,Mississippi,1
2014,10,Mississippi,1
2014,11,Mississippi,0
2014,12,Mississippi,2
2015,1,Mississippi,2
2015,2,Mississippi,0
2015,3,Mississippi,1
2015,4,Mississippi,2
2015,5,Mississippi,4
2015,6,Mississippi,1
2015,7,Mississippi,2
2015,8,Mississippi,1
2015,9,Mississippi,1
2015,10,Mississippi,0
2015,11,Mississippi,1
2015,12,Mississippi,3
2016,1,Mississippi,4
2016,2,Mississippi,1
2016,3,Mississippi,0
2016,4,Mississippi,1
2016,5,Mississippi,1
2016,6,Mississippi,2
2016,7,Mississippi,0
2016,8,Mississippi,0
2016,9,Mississippi,2
2016,10,Mississippi,2
2016,11,Mississippi,4
2016,12,Mississippi,4
2017,1,Mississippi,0
2017,2,Mississippi,1
2017,3,Mississippi,1
2017,4,Mississippi,1
2017,5,Mississippi,0
2017,6,Mississippi,2
2017,7,Mississippi,2
2017,8,Mississippi,1
2017,9,Mississippi,3
2017,10,Mississippi,1
2017,11,Mississippi,0
2017,12,Mississippi,3
2018,1,Mississippi,3
2018,2,Mississippi,3
2018,3,Mississippi,2
2018,4,Mississippi,3
2018,5,Mississippi,2
2018,6,Mississippi,1
2018,7,Mississippi,1
2018,8,Mississippi,2
2018,9,Mississippi,2
2018,10,Mississippi,4
2018,11,Mississippi,2
2018,12,Mississippi,3
2019,1,Mississippi,3
2019,2,Mississippi,2
2019,3,Mississippi,0
2019,4,Mississippi,2
2019,5,Mississippi,2
2019,6,Mississippi,1
2019,7,Mississippi,2
2019,8,Mississippi,0
2019,9,Mississippi,2
2019,10,Mississippi,1
2019,11,Mississippi,3
2019,12,Mississippi,0
2020,1,Mississippi,2
2020,2,Mississippi,1
2020,3,Mississippi,2
2020,4,Mississippi,0
2020,5,Mississippi,0
2020,6,Mississippi,1
2020,7,Mississippi,4
2020,8,Mississippi,2
2020,9,Mississippi,5
2020,10,Mississippi,3
2020,11,Mississippi,2
2020,12,Mississippi,3
1999,1,Missouri,3
1999,2,Missouri,1
1999,3,Missouri,2
1999,4,Missouri,1
1999,5,Missouri,1
1999,6,Missouri,5
1999,7,Missouri,2
1999,8,Missouri,1
1999,9,Missouri,0
1999,10,Missouri,3
1999,11,Missouri,3
1999,12,Missouri,3
2000,1,Missouri,2
2000,2,Missouri,1
2000,3,Missouri,1
2000,4,Missouri,3
2000,5,Missouri,2
2000,6,Missouri,2
2000,7,Missouri,1
2000,8,Missouri,3
2000,9,Missouri,1
2000,10,Missouri,5
2000,11,Missouri,7
2000,12,Missouri,1
2001,1,Missouri,2
2001,2,Missouri,1
2001,3,Missouri,3
2001,4,Missouri,2
2001,5,Missouri,1
2001,6,Missouri,3
2001,7,Missouri,1
2001,8,Missouri,3
2001,9,Missouri,3
2001,10,Missouri,4
2001,11,Missouri,2
2001,12,Missouri,1
2002,1,Missouri,0
2002,2,Missouri,1
2002,3,Missouri,1
2002,4,Missouri,2
2002,5,Missouri,0
2002,6,Missouri,0
2002,7,Missouri,1
2002,8,Missouri,1
2002,9,Missouri,2
2002,10,Missouri,1
2002,11,Missouri,3
2002,12,Missouri,0
2003,1,Missouri,0
2003,2,Missouri,4
2003,3,Missouri,0
2003,4,Missouri,2
2003,5,Missouri,2
2003,6,Missouri,2
2003,7,Missouri,0
2003,8,Missouri,2
2003,9,Missouri,1
2003,10,Missouri,1
2003,11,Missouri,3
2003,12,Missouri,0
2004,1,Missouri,1
2004,2,Missouri,2
2004,3,Missouri,1
2004,4,Missouri,1
2004,5,Missouri,1
2004,6,Missouri,0
2004,7,Missouri,3
2004,8,Missouri,3
2004,9,Missouri,0
2004,10,Missouri,1
2004,11,Missouri,1
2004,12,Missouri,2
2005,1,Missouri,1
2005,2,Missouri,4
2005,3,Missouri,2
2005,4,Missouri,2
2005,5,Missouri,2
2005,6,Missouri,0
2005,7,Missouri,1
2005,8,Missouri,2
2005,9,Missouri,2
2005,10,Missouri,1
2005,11,Missouri,4
2005,12,Missouri,2
2006,1,Missouri,2
2006,2,Missouri,0
2006,3,Missouri,1
2006,4,Missouri,1
2006,5,Missouri,2
2006,6,Missouri,2
2006,7,Missouri,0
2006,8,Missouri,3
2006,9,Missouri,1
2006,10,Missouri,2
2006,11,Missouri,3
2006,12,Missouri,3
2007,1,Missouri,2
2007,2,Missouri,0
2007,3,Missouri,6
2007,4,Missouri,0
2007,5,Missouri,0
2007,6,Missouri,2
2007,7,Missouri,1
2007,8,Missouri,0
2007,9,Missouri,2
2007,10,Missouri,4
2007,11,Missouri,1
2007,12,Missouri,2
2008,1,Missouri,4
2008,2,Missouri,2
2008,3,Missouri,1
2008,4,Missouri,2
2008,5,Missouri,1
2008,6,Missouri,1
2008,7,Missouri,4
2008,8,Missouri,1
2008,9,Missouri,4
2008,10,Missouri,3
2008,11,Missouri,2
2008,12,Missouri,1
2009,1,Missouri,4
2009,2,Missouri,1
2009,3,Missouri,1
2009,4,Missouri,0
2009,5,Missouri,3
2009,6,Missouri,2
2009,7,Missouri,1
2009,8,Missouri,1
2009,9,Missouri,2
2009,10,Missouri,1
2009,11,Missouri,1
2009,12,Missouri,3
2010,1,Missouri,0
2010,2,Missouri,0
2010,3,Missouri,2
2010,4,Missouri,2
2010,5,Missouri,2
2010,6,Missouri,1
2010,7,Missouri,2
2010,8,Missouri,1
2010,9,Missouri,2
2010,10,Missouri,0
2010,11,Missouri,1
2010,12,Missouri,0
2011,1,Missouri,1
2011,2,Missouri,0
2011,3,Missouri,2
2011,4,Missouri,5
2011,5,Missouri,1
2011,6,Missouri,1
2011,7,Missouri,4
2011,8,Missouri,2
2011,9,Missouri,0
2011,10,Missouri,1
2011,11,Missouri,4
2011,12,Missouri,2
2012,1,Missouri,0
2012,2,Missouri,0
2012,3,Missouri,1
2012,4,Missouri,1
2012,5,Missouri,1
2012,6,Missouri,2
2012,7,Missouri,0
2012,8,Missouri,3
2012,9,Missouri,2
2012,10,Missouri,1
2012,11,Missouri,4
2012,12,Missouri,2
2013,1,Missouri,4
2013,2,Missouri,1
2013,3,Missouri,3
2013,4,Missouri,0
2013,5,Missouri,1
2013,6,Missouri,1
2013,7,Missouri,0
2013,8,Missouri,0
2013,9,Missouri,1
2013,10,Missouri,1
2013,11,Missouri,2
2013,12,Missouri,5
2014,1,Missouri,0
2014,2,Missouri,2
2014,3,Missouri,1
2014,4,Missouri,1
2014,5,Missouri,6
2014,6,Missouri,2
2014,7,Missouri,0
2014,8,Missouri,0
2014,9,Missouri,0
2014,10,Missouri,1
2014,11,Missouri,1
2014,12,Missouri,0
2015,1,Missouri,0
2015,2,Missouri,1
2015,3,Missouri,0
2015,4,Missouri,0
2015,5,Missouri,6
2015,6,Missouri,1
2015,7,Missouri,3
2015,8,Missouri,3
2015,9,Missouri,1
2015,10,Missouri,0
2015,11,Missouri,0
2015,12,Missouri,3
2016,1,Missouri,1
2016,2,Missouri,1
2016,3,Missouri,1
2016,4,Missouri,1
2016,5,Missouri,1
2016,6,Missouri,1
2016,7,Missouri,2
2016,8,Missouri,0
2016,9,Missouri,1
2016,10,Missouri,3
2016,11,Missouri,1
2016,12,Missouri,0
2017,1,Missouri,6
2017,2,Missouri,2
2017,3,Missouri,3
2017,4,Missouri,4
2017,5,Missouri,2
2017,6,Missouri,1
2017,7,Missouri,3
2017,8,Missouri,1
2017,9,Missouri,3
2017,10,Missouri,1
2017,11,Missouri,3
2017,12,Missouri,1
2018,1,Missouri,0
2018,2,Missouri,3
2018,3,Missouri,0
2018,4,Missouri,1
2018,5,Missouri,0
2018,6,Missouri,2
2018,7,Missouri,2
2018,8,Missouri,1
2018,9,Missouri,0
2018,10,Missouri,0
2018,11,Missouri,1
2018,12,Missouri,0
2019,1,Missouri,0
2019,2,Missouri,0
2019,3,Missouri,0
2019,4,Missouri,3
2019,5,Missouri,3
2019,6,Missouri,0
2019,7,Missouri,2
2019,8,Missouri,1
2019,9,Missouri,4
2019,10,Missouri,2
2019,11,Missouri,4
2019,12,Missouri,2
2020,1,Missouri,2
2020,2,Missouri,1
2020,3,Missouri,0
2020,4,Missouri,0
2020,5,Missouri,2
2020,6,Missouri,1
2020,7,Missouri,2
2020,8,Missouri,2
2020,9,Missouri,1
2020,10,Missouri,0
2020,11,Missouri,2
2020,12,Missouri,4
1999,1,Montana,0
1999,2,Montana,0
1999,3,Montana,0
1999,4,Montana,0
1999,5,Montana,1
1999,6,Montana,2
1999,7,Montana,1
1999,8,Montana,1
1999,9,Montana,0
1999,10,Montana,1
1999,11,Montana,2
1999,12,Montana,1
2000,1,Montana,0
2000,2,Montana,0
2000,3,Montana,0
2000,4,Montana,1
2000,5,Montana,1
2000,6,Montana,1
2000,7,Montana,0
2000,8,Montana,0
2000,9,Montana,0
2000,10,Montana,1
2000,11,Montana,2
2000,12,Montana,0
2001,1,Montana,0
2001,2,Montana,0
2001,3,Montana,0
2001,4,Montana,0
2001,5,Montana,0
2001,6,Montana,0
2001,7,Montana,0
2001,8,Montana,0
2001,9,Montana,0
2001,10,Montana,2
2001,11,Montana,1
2001,12,Montana,0
2002,1,Montana,0
2002,2,Montana,0
2002,3,Montana,0
2002,4,Montana,0
2002,5,Montana,0
2002,6,Montana,0
2002,7,Montana,0
2002,8,Montana,0
2002,9,Montana,0
2002,10,Montana,1
2002,11,Montana,1
2002,12,Montana,0
2003,1,Montana,0
2003,2,Montana,0
2003,3,Montana,1
2003,4,Montana,0
2003,5,Montana,1
2003,6,Montana,0
2003,7,Montana,0
2003,8,Montana,0
2003,9,Montana,1
2003,10,Montana,1
2003,11,Montana,1
2003,12,Montana,0
2004,1,Montana,0
2004,2,Montana,0
2004,3,Montana,0
2004,4,Montana,1
2004,5,Montana,0
2004,6,Montana,0
2004,7,Montana,0
2004,8,Montana,0
2004,9,Montana,0
2004,10,Montana,2
2004,11,Montana,3
2004,12,Montana,1
2005,1,Montana,0
2005,2,Montana,1
2005,3,Montana,0
2005,4,Montana,0
2005,5,Montana,1
2005,6,Montana,2
2005,7,Montana,0
2005,8,Montana,0
2005,9,Montana,0
2005,10,Montana,0
2005,11,Montana,0
2005,12,Montana,0
2006,1,Montana,0
2006,2,Montana,0
2006,3,Montana,1
2006,4,Montana,0
2006,5,Montana,0
2006,6,Montana,1
2006,7,Montana,0
2006,8,Montana,2
2006,9,Montana,0
2006,10,Montana,0
2006,11,Montana,0
2006,12,Montana,1
2007,1,Montana,0
2007,2,Montana,0
2007,3,Montana,1
2007,4,Montana,0
2007,5,Montana,0
2007,6,Montana,0
2007,7,Montana,0
2007,8,Montana,1
2007,9,Montana,0
2007,10,Montana,0
2007,11,Montana,0
2007,12,Montana,0
2008,1,Montana,0
2008,2,Montana,1
2008,3,Montana,0
2008,4,Montana,1
2008,5,Montana,1
2008,6,Montana,0
2008,7,Montana,0
2008,8,Montana,0
2008,9,Montana,0
2008,10,Montana,1
2008,11,Montana,0
2008,12,Montana,0
2009,1,Montana,0
2009,2,Montana,1
2009,3,Montana,0
2009,4,Montana,0
2009,5,Montana,1
2009,6,Montana,0
2009,7,Montana,3
2009,8,Montana,0
2009,9,Montana,0
2009,10,Montana,1
2009,11,Montana,1
2009,12,Montana,0
2010,1,Montana,0
2010,2,Montana,0
2010,3,Montana,1
2010,4,Montana,0
2010,5,Montana,1
2010,6,Montana,0
2010,7,Montana,0
2010,8,Montana,0
2010,9,Montana,0
2010,10,Montana,1
2010,11,Montana,0
2010,12,Montana,1
2011,1,Montana,0
2011,2,Montana,0
2011,3,Montana,0
2011,4,Montana,0
2011,5,Montana,1
2011,6,Montana,0
2011,7,Montana,1
2011,8,Montana,0
2011,9,Montana,0
2011,10,Montana,0
2011,11,Montana,1
2011,12,Montana,1
2012,1,Montana,0
2012,2,Montana,0
2012,3,Montana,1
2012,4,Montana,0
2012,5,Montana,0
2012,6,Montana,1
2012,7,Montana,0
2012,8,Montana,0
2012,9,Montana,0
2012,10,Montana,3
2012,11,Montana,0
2012,12,Montana,0
2013,1,Montana,1
2013,2,Montana,0
2013,3,Montana,1
2013,4,Montana,0
2013,5,Montana,1
2013,6,Montana,0
2013,7,Montana,0
2013,8,Montana,0
2013,9,Montana,0
2013,10,Montana,0
2013,11,Montana,0
2013,12,Montana,1
2014,1,Montana,0
2014,2,Montana,0
2014,3,Montana,1
2014,4,Montana,0
2014,5,Montana,0
2014,6,Montana,0
2014,7,Montana,1
2014,8,Montana,0
2014,9,Montana,0
2014,10,Montana,0
2014,11,Montana,0
2014,12,Montana,0
2015,1,Montana,0
2015,2,Montana,0
2015,3,Montana,1
2015,4,Montana,0
2015,5,Montana,0
2015,6,Montana,2
2015,7,Montana,1
2015,8,Montana,0
2015,9,Montana,0
2015,10,Montana,0
2015,11,Montana,0
2015,12,Montana,0
2016,1,Montana,0
2016,2,Montana,0
2016,3,Montana,0
2016,4,Montana,0
2016,5,Montana,1
2016,6,Montana,0
2016,7,Montana,0
2016,8,Montana,2
2016,9,Montana,0
2016,10,Montana,1
2016,11,Montana,1
2016,12,Montana,0
2017,1,Montana,0
2017,2,Montana,1
2017,3,Montana,0
2017,4,Montana,0
2017,5,Montana,0
2017,6,Montana,0
2017,7,Montana,0
2017,8,Montana,1
2017,9,Montana,0
2017,10,Montana,0
2017,11,Montana,0
2017,12,Montana,0
2018,1,Montana,0
2018,2,Montana,0
2018,3,Montana,0
2018,4,Montana,0
2018,5,Montana,0
2018,6,Montana,0
2018,7,Montana,0
2018,8,Montana,0
2018,9,Montana,0
2018,10,Montana,0
2018,11,Montana,1
2018,12,Montana,0
2019,1,Montana,0
2019,2,Montana,1
2019,3,Montana,2
2019,4,Montana,1
2019,5,Montana,0
2019,6,Montana,0
2019,7,Montana,1
2019,8,Montana,0
2019,9,Montana,0
2019,10,Montana,0
2019,11,Montana,0
2019,12,Montana,0
2020,1,Montana,1
2020,2,Montana,0
2020,3,Montana,0
2020,4,Montana,0
2020,5,Montana,0
2020,6,Montana,1
2020,7,Montana,0
2020,8,Montana,0
2020,9,Montana,0
2020,10,Montana,0
2020,11,Montana,1
2020,12,Montana,0
1999,1,Nebraska,0
1999,2,Nebraska,0
1999,3,Nebraska,1
1999,4,Nebraska,0
1999,5,Nebraska,0
1999,6,Nebraska,0
1999,7,Nebraska,2
1999,8,Nebraska,0
1999,9,Nebraska,0
1999,10,Nebraska,0
1999,11,Nebraska,0
1999,12,Nebraska,2
2000,1,Nebraska,0
2000,2,Nebraska,0
2000,3,Nebraska,1
2000,4,Nebraska,0
2000,5,Nebraska,0
2000,6,Nebraska,0
2000,7,Nebraska,0
2000,8,Nebraska,0
2000,9,Nebraska,1
2000,10,Nebraska,2
2000,11,Nebraska,2
2000,12,Nebraska,1
2001,1,Nebraska,1
2001,2,Nebraska,0
2001,3,Nebraska,1
2001,4,Nebraska,1
2001,5,Nebraska,0
2001,6,Nebraska,0
2001,7,Nebraska,1
2001,8,Nebraska,0
2001,9,Nebraska,0
2001,10,Nebraska,0
2001,11,Nebraska,1
2001,12,Nebraska,0
2002,1,Nebraska,0
2002,2,Nebraska,0
2002,3,Nebraska,0
2002,4,Nebraska,0
2002,5,Nebraska,1
2002,6,Nebraska,0
2002,7,Nebraska,1
2002,8,Nebraska,1
2002,9,Nebraska,1
2002,10,Nebraska,1
2002,11,Nebraska,0
2002,12,Nebraska,0
2003,1,Nebraska,2
2003,2,Nebraska,0
2003,3,Nebraska,0
2003,4,Nebraska,1
2003,5,Nebraska,0
2003,6,Nebraska,1
2003,7,Nebraska,0
2003,8,Nebraska,0
2003,9,Nebraska,0
2003,10,Nebraska,0
2003,11,Nebraska,0
2003,12,Nebraska,1
2004,1,Nebraska,2
2004,2,Nebraska,0
2004,3,Nebraska,0
2004,4,Nebraska,0
2004,5,Nebraska,0
2004,6,Nebraska,0
2004,7,Nebraska,0
2004,8,Nebraska,1
2004,9,Nebraska,0
2004,10,Nebraska,1
2004,11,Nebraska,1
2004,12,Nebraska,1
2005,1,Nebraska,0
2005,2,Nebraska,0
2005,3,Nebraska,0
2005,4,Nebraska,0
2005,5,Nebraska,0
2005,6,Nebraska,0
2005,7,Nebraska,0
2005,8,Nebraska,0
2005,9,Nebraska,0
2005,10,Nebraska,0
2005,11,Nebraska,1
2005,12,Nebraska,1
2006,1,Nebraska,0
2006,2,Nebraska,0
2006,3,Nebraska,1
2006,4,Nebraska,0
2006,5,Nebraska,0
2006,6,Nebraska,1
2006,7,Nebraska,0
2006,8,Nebraska,0
2006,9,Nebraska,0
2006,10,Nebraska,1
2006,11,Nebraska,0
2006,12,Nebraska,0
2007,1,Nebraska,0
2007,2,Nebraska,0
2007,3,Nebraska,1
2007,4,Nebraska,0
2007,5,Nebraska,0
2007,6,Nebraska,0
2007,7,Nebraska,0
2007,8,Nebraska,1
2007,9,Nebraska,0
2007,10,Nebraska,0
2007,11,Nebraska,1
2007,12,Nebraska,1
2008,1,Nebraska,0
2008,2,Nebraska,0
2008,3,Nebraska,0
2008,4,Nebraska,1
2008,5,Nebraska,0
2008,6,Nebraska,0
2008,7,Nebraska,0
2008,8,Nebraska,0
2008,9,Nebraska,0
2008,10,Nebraska,1
2008,11,Nebraska,0
2008,12,Nebraska,0
2009,1,Nebraska,0
2009,2,Nebraska,1
2009,3,Nebraska,0
2009,4,Nebraska,0
2009,5,Nebraska,1
2009,6,Nebraska,1
2009,7,Nebraska,0
2009,8,Nebraska,0
2009,9,Nebraska,1
2009,10,Nebraska,0
2009,11,Nebraska,0
2009,12,Nebraska,1
2010,1,Nebraska,1
2010,2,Nebraska,0
2010,3,Nebraska,0
2010,4,Nebraska,1
2010,5,Nebraska,0
2010,6,Nebraska,0
2010,7,Nebraska,0
2010,8,Nebraska,0
2010,9,Nebraska,0
2010,10,Nebraska,1
2010,11,Nebraska,0
2010,12,Nebraska,0
2011,1,Nebraska,0
2011,2,Nebraska,0
2011,3,Nebraska,0
2011,4,Nebraska,1
2011,5,Nebraska,0
2011,6,Nebraska,0
2011,7,Nebraska,0
2011,8,Nebraska,0
2011,9,Nebraska,0
2011,10,Nebraska,1
2011,11,Nebraska,2
2011,12,Nebraska,2
2012,1,Nebraska,0
2012,2,Nebraska,0
2012,3,Nebraska,1
2012,4,Nebraska,0
2012,5,Nebraska,0
2012,6,Nebraska,1
2012,7,Nebraska,1
2012,8,Nebraska,1
2012,9,Nebraska,0
2012,10,Nebraska,1
2012,11,Nebraska,0
2012,12,Nebraska,1
2013,1,Nebraska,2
2013,2,Nebraska,0
2013,3,Nebraska,0
2013,4,Nebraska,0
2013,5,Nebraska,0
2013,6,Nebraska,0
2013,7,Nebraska,1
2013,8,Nebraska,0
2013,9,Nebraska,0
2013,10,Nebraska,1
2013,11,Nebraska,0
2013,12,Nebraska,0
2014,1,Nebraska,0
2014,2,Nebraska,0
2014,3,Nebraska,0
2014,4,Nebraska,1
2014,5,Nebraska,0
2014,6,Nebraska,0
2014,7,Nebraska,2
2014,8,Nebraska,0
2014,9,Nebraska,1
2014,10,Nebraska,0
2014,11,Nebraska,1
2014,12,Nebraska,0
2015,1,Nebraska,1
2015,2,Nebraska,0
2015,3,Nebraska,0
2015,4,Nebraska,0
2015,5,Nebraska,0
2015,6,Nebraska,1
2015,7,Nebraska,0
2015,8,Nebraska,0
2015,9,Nebraska,0
2015,10,Nebraska,0
2015,11,Nebraska,1
2015,12,Nebraska,1
2016,1,Nebraska,0
2016,2,Nebraska,0
2016,3,Nebraska,0
2016,4,Nebraska,0
2016,5,Nebraska,0
2016,6,Nebraska,0
2016,7,Nebraska,1
2016,8,Nebraska,1
2016,9,Nebraska,0
2016,10,Nebraska,0
2016,11,Nebraska,0
2016,12,Nebraska,0
2017,1,Nebraska,2
2017,2,Nebraska,1
2017,3,Nebraska,0
2017,4,Nebraska,0
2017,5,Nebraska,0
2017,6,Nebraska,0
2017,7,Nebraska,0
2017,8,Nebraska,1
2017,9,Nebraska,0
2017,10,Nebraska,1
2017,11,Nebraska,0
2017,12,Nebraska,0
2018,1,Nebraska,1
2018,2,Nebraska,0
2018,3,Nebraska,1
2018,4,Nebraska,0
2018,5,Nebraska,1
2018,6,Nebraska,0
2018,7,Nebraska,0
2018,8,Nebraska,1
2018,9,Nebraska,0
2018,10,Nebraska,2
2018,11,Nebraska,1
2018,12,Nebraska,1
2019,1,Nebraska,0
2019,2,Nebraska,0
2019,3,Nebraska,0
2019,4,Nebraska,0
2019,5,Nebraska,1
2019,6,Nebraska,0
2019,7,Nebraska,0
2019,8,Nebraska,0
2019,9,Nebraska,0
2019,10,Nebraska,2
2019,11,Nebraska,0
2019,12,Nebraska,0
2020,1,Nebraska,0
2020,2,Nebraska,0
2020,3,Nebraska,0
2020,4,Nebraska,1
2020,5,Nebraska,0
2020,6,Nebraska,0
2020,7,Nebraska,1
2020,8,Nebraska,0
2020,9,Nebraska,0
2020,10,Nebraska,1
2020,11,Nebraska,1
2020,12,Nebraska,1
1999,1,Nevada,0
1999,2,Nevada,1
1999,3,Nevada,0
1999,4,Nevada,1
1999,5,Nevada,0
1999,6,Nevada,0
1999,7,Nevada,0
1999,8,Nevada,0
1999,9,Nevada,0
1999,10,Nevada,0
1999,11,Nevada,0
1999,12,Nevada,0
2000,1,Nevada,0
2000,2,Nevada,0
2000,3,Nevada,0
2000,4,Nevada,1
2000,5,Nevada,0
2000,6,Nevada,0
2000,7,Nevada,2
2000,8,Nevada,0
2000,9,Nevada,0
2000,10,Nevada,1
2000,11,Nevada,1
2000,12,Nevada,1
2001,1,Nevada,0
2001,2,Nevada,0
2001,3,Nevada,0
2001,4,Nevada,0
2001,5,Nevada,0
2001,6,Nevada,1
2001,7,Nevada,0
2001,8,Nevada,0
2001,9,Nevada,0
2001,10,Nevada,1
2001,11,Nevada,0
2001,12,Nevada,0
2002,1,Nevada,0
2002,2,Nevada,1
2002,3,Nevada,0
2002,4,Nevada,0
2002,5,Nevada,0
2002,6,Nevada,0
2002,7,Nevada,0
2002,8,Nevada,0
2002,9,Nevada,0
2002,10,Nevada,0
2002,11,Nevada,0
2002,12,Nevada,0
2003,1,Nevada,0
2003,2,Nevada,0
2003,3,Nevada,1
2003,4,Nevada,0
2003,5,Nevada,1
2003,6,Nevada,1
2003,7,Nevada,1
2003,8,Nevada,1
2003,9,Nevada,0
2003,10,Nevada,0
2003,11,Nevada,0
2003,12,Nevada,0
2004,1,Nevada,2
2004,2,Nevada,0
2004,3,Nevada,0
2004,4,Nevada,1
2004,5,Nevada,0
2004,6,Nevada,0
2004,7,Nevada,0
2004,8,Nevada,1
2004,9,Nevada,2
2004,10,Nevada,0
2004,11,Nevada,0
2004,12,Nevada,2
2005,1,Nevada,0
2005,2,Nevada,0
2005,3,Nevada,0
2005,4,Nevada,0
2005,5,Nevada,0
2005,6,Nevada,0
2005,7,Nevada,0
2005,8,Nevada,0
2005,9,Nevada,0
2005,10,Nevada,1
2005,11,Nevada,4
2005,12,Nevada,0
2006,1,Nevada,0
2006,2,Nevada,1
2006,3,Nevada,0
2006,4,Nevada,0
2006,5,Nevada,1
2006,6,Nevada,1
2006,7,Nevada,0
2006,8,Nevada,0
2006,9,Nevada,0
2006,10,Nevada,1
2006,11,Nevada,0
2006,12,Nevada,0
2007,1,Nevada,1
2007,2,Nevada,0
2007,3,Nevada,0
2007,4,Nevada,0
2007,5,Nevada,0
2007,6,Nevada,0
2007,7,Nevada,1
2007,8,Nevada,1
2007,9,Nevada,0
2007,10,Nevada,0
2007,11,Nevada,0
2007,12,Nevada,0
2008,1,Nevada,0
2008,2,Nevada,0
2008,3,Nevada,0
2008,4,Nevada,0
2008,5,Nevada,1
2008,6,Nevada,1
2008,7,Nevada,1
2008,8,Nevada,0
2008,9,Nevada,1
2008,10,Nevada,0
2008,11,Nevada,0
2008,12,Nevada,1
2009,1,Nevada,1
2009,2,Nevada,0
2009,3,Nevada,1
2009,4,Nevada,0
2009,5,Nevada,0
2009,6,Nevada,0
2009,7,Nevada,2
2009,8,Nevada,0
2009,9,Nevada,2
2009,10,Nevada,1
2009,11,Nevada,1
2009,12,Nevada,0
2010,1,Nevada,0
2010,2,Nevada,0
2010,3,Nevada,0
2010,4,Nevada,0
2010,5,Nevada,1
2010,6,Nevada,1
2010,7,Nevada,0
2010,8,Nevada,0
2010,9,Nevada,0
2010,10,Nevada,0
2010,11,Nevada,0
2010,12,Nevada,0
2011,1,Nevada,0
2011,2,Nevada,0
2011,3,Nevada,0
2011,4,Nevada,1
2011,5,Nevada,0
2011,6,Nevada,0
2011,7,Nevada,0
2011,8,Nevada,1
2011,9,Nevada,1
2011,10,Nevada,1
2011,11,Nevada,0
2011,12,Nevada,0
2012,1,Nevada,1
2012,2,Nevada,1
2012,3,Nevada,0
2012,4,Nevada,0
2012,5,Nevada,0
2012,6,Nevada,0
2012,7,Nevada,0
2012,8,Nevada,0
2012,9,Nevada,0
2012,10,Nevada,0
2012,11,Nevada,0
2012,12,Nevada,0
2013,1,Nevada,1
2013,2,Nevada,0
2013,3,Nevada,0
2013,4,Nevada,0
2013,5,Nevada,0
2013,6,Nevada,1
2013,7,Nevada,0
2013,8,Nevada,2
2013,9,Nevada,0
2013,10,Nevada,0
2013,11,Nevada,0
2013,12,Nevada,1
2014,1,Nevada,2
2014,2,Nevada,0
2014,3,Nevada,0
2014,4,Nevada,0
2014,5,Nevada,0
2014,6,Nevada,0
2014,7,Nevada,0
2014,8,Nevada,0
2014,9,Nevada,0
2014,10,Nevada,0
2014,11,Nevada,0
2014,12,Nevada,0
2015,1,Nevada,0
2015,2,Nevada,0
2015,3,Nevada,1
2015,4,Nevada,0
2015,5,Nevada,1
2015,6,Nevada,1
2015,7,Nevada,0
2015,8,Nevada,1
2015,9,Nevada,0
2015,10,Nevada,2
2015,11,Nevada,0
2015,12,Nevada,0
